country,region,body,trust_or_site_name,address,postcode
united kingdom,London ,NHS South East London CCG,Charlton House,"Charlton Road, Charlton",SE7 8RE
united kingdom,London ,NHS South East London CCG,Erith Health Centre,"50 Pier Rd, Erith",DA8 1RQ
united kingdom,London ,NHS South East London CCG,"Oxleas NHS Foundation Trust, Wensley Close","Wensley Close, Eltham",SE9 5AB
united kingdom,London ,NHS South East London CCG,Streatham Place Surgery,"26-28 Streatham Place, Brixton, London",SW2 4QY
united kingdom,London ,NHS South East London CCG,The Waldron Health Centre,"Waldron Health Centre, Amersham Vale, London",SE14 6LD
united kingdom,London ,NHS South East London CCG,"Upper Floor, The Jenner Health Centre","The Jenner Health Centre, 201 Stanstead Road, London",SE23 1HU
united kingdom,London ,NHS South East London CCG,Westwood Mason Hall,"168 Bellegrove Rd, Welling",DA16 3RD
united kingdom,London ,NHS South West London CCG,1st East Putney Scout Hut,"42 Oxford road, Putney, London",SW15 2LQ
united kingdom,London ,NHS South West London CCG,Acorn Group Practice,29-35 Holly Road Twickenham,TW1 4EA
united kingdom,London ,NHS South West London CCG,Brocklebank Health Centre,"249 Garrett Lane, London",SW18 4DU
united kingdom,London ,NHS South West London CCG,Parkshot Medical Practice,"18 Parkshot Medical, Richmond",TW9 2RG
united kingdom,London ,NHS South West London CCG,Parkway Health Centre,"Parkway Health Centre, Parkway, New Addington, Croydon",CR0 0JA
united kingdom,London ,NHS South West London CCG,The Nelson Health Centre,"220 Kingston Road, London",SW20 8DA
united kingdom,London ,NHS South West London CCG,Trevelyan House Surgery,160 Tooting High St,SW17 0RT
united kingdom,London ,NHS South West London CCG,York Medical Centre,"St. John's Health Centre, Oak Lane, Twickenham, Middlesex                       ", TW1 3PA   
united kingdom,London ,NHS Waltham Forest CCG,St Edmunds Church,Larkswood Road,E4 9DS
united kingdom,London ,NHS Waltham Forest CCG,Walthamstow Central Library,"High Street, Walthamstow, London",E17 7JN
united kingdom,Midlands,NHS Birmingham and Solihull CCG,All Saints Medical Centre,"2A Vicarage Road, Kings Heath, Birmingham",B14 7RA
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Balsall Common Health Centre,"1 Ashley Drive, Balsall Common",CV7 7RW
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Chelmsley Wood,Bosworth Medical,B37 5BU
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Erdington Medical Centre,"103 Wood End Road, Erdington, Birmingham",B24 0SY
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Hall Green HC,"977-979 Stratford Road, Birmingham",B28 8BG
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Harborne Medical Practice,"4 York Stree, Harborne, Birmingham",B17 0HG
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Harlequin Surgery,"160 Shard End Crescent, Birmingham",B34 7BP
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Monkspath Surgery,"27 Farmhouse Way, Solihull, Birmingham",B90 4EH
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Richmond Medical Centre,"179 Richmond Road, Solihull",B92 7SA
united kingdom,Midlands,NHS Birmingham and Solihull CCG,River Brook Medical Centre,"3 River Brook Drive, Stirchley, Birmingham",B30 2SH
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Saltley Health Centre,"Craddock Road, Saltley, Birmingham",B8 1RZ
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Sparkhill Primary Care Centre,Sparkhill Primary Care Centre Second Floor,B11 4BW
united kingdom,Midlands,NHS Birmingham and Solihull CCG,St Heliers Medical Practice,Northfield HC 15 St Heliers Road ,B31 1QT
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Sutton Coldfield Town Hall,"Upper Clifton Road, Sutton Coldfield",B75 6DA
united kingdom,Midlands,NHS Birmingham and Solihull CCG,The Church of the Latter Day Saints,"Lordswood Road, Harborne, Birmingham",B17 9DB
united kingdom,Midlands,NHS Birmingham and Solihull CCG,The Oaks Medical Practice,"199 Shady Lane, Great Barr, Birmingham",B44 9ER
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Washwood Heath Health Centre,"4 Clodeshall Road, Birmingham",B8 3SN
united kingdom,Midlands,NHS Birmingham and Solihull CCG,West Heath Surgery,"194-196 West Heath Road, West Heath, Birmingham",B31 3HB
united kingdom,Midlands,NHS Birmingham and Solihull CCG,Woodgate Valley Practice,"61 Stevens Ave, Birmingham",B32 3SD
united kingdom,Midlands,NHS Cannock Chase CCG,Alderwood Medical Practice,"Longford Road, Cannock",WS11 1QN
united kingdom,Midlands,NHS Coventry and Rugby CCG,Broomfield Park Medical Centre,Spon End,CV1 3HQ
united kingdom,Midlands,NHS Coventry and Rugby CCG,Holbrooks Health Team,"71-77 Wheelwright Lane, Coventry",CV6 4HN
united kingdom,Midlands,NHS Coventry and Rugby CCG,Kerseley Green Surgery,"Bennetts Road, Coventry",CV6 2FL
united kingdom,Midlands,NHS Coventry and Rugby CCG,Locke House,"Locke House, The Railings, Woodside Park, Rugby",CV21 2AW
united kingdom,Midlands,NHS Coventry and Rugby CCG,Quinton Park Medical Centre,"51 Quinton Park, Cheylesmore",CV3 5PZ
united kingdom,Midlands,NHS Coventry and Rugby CCG,Tile Hill Primary Care Centre,"Jardine Crescent, Coventry",CV4 9PL
united kingdom,Midlands,NHS Derby and Derbyshire CCG,Buxton Medical Practice ,"2 Temple Road, Buxton",SK17 9BZ
united kingdom,Midlands,NHS Derby and Derbyshire CCG,Littlewick,"Nottingham Road, Ilkeston",DE7 5PR
united kingdom,Midlands,NHS Derby and Derbyshire CCG,Long Eaton Health Centre,"Midland Street, Nottingham",NG10 1RY
united kingdom,Midlands,NHS Derby and Derbyshire CCG,Newholme hospital,"Baslow Road, Bakwell",DE45 1AD
united kingdom,Midlands,NHS Derby and Derbyshire CCG,Oaklands Village and Community Care Centre,"Hall Farm Road, Swadlincote",DE11 8LH
united kingdom,Midlands,NHS Derby and Derbyshire CCG,Shirebrook Leisure Centre,"Park Road, Shirebrook, Mansfield",NG20 8JQ
united kingdom,Midlands,NHS Derby and Derbyshire CCG,The Springs Health Centre,"Recreation Close, Clowne, Chesterfield. Derbyshire",S43 4PL
united kingdom,Midlands,NHS Derby and Derbyshire CCG,The Winding Wheel,"13 Holywell St, Chesterfield ",S41 7SA
united kingdom,Midlands,NHS Derbyshire CCG,Church Farm Ripley,"Church Farm,Primary Care Centre, Steeple Drive. Ripley",DE5 3TH
united kingdom,Midlands,NHS Derbyshire CCG,Stubley Medical Centre,"7 Stubley Medical Centre, Dronfield Woodhouse",S18 8QY
united kingdom,Midlands,NHS Dudley CCG,"Brierley Hill Methodist Church, Bank St","45 Bank Street, Brierley Hill",DY5 3DB
united kingdom,Midlands,NHS Dudley CCG,Feldon Lane Medical Practice,"Feldon Lane Medical Practice, Feldon Lane, Halesowen",B62 9DR
united kingdom,Midlands,NHS Dudley CCG,Kingswinford Community Centre ,"425 High Street, Kingswinford",DY6 8AP
united kingdom,Midlands,NHS Dudley CCG,Northway Medical Practice,"Northway Medical Practice, 8 Alderwood Precinct, The Northway, Sedgley",DY3 3QY
united kingdom,Midlands,NHS Dudley CCG,Revival Fires,"117-120 Wolverhampton Street, Dudley",DY1 3AL
united kingdom,Midlands,NHS Dudley CCG,Stourbridge National Spiritualist Church,"49 Union Street, Stourbridge",DY8 1PJ
united kingdom,Midlands,NHS East Leicestershire and Rutland CCG,Melton Sports Village,"Burton Road, Melton Mowbray",LE13 1DR
united kingdom,Midlands,NHS East Leicestershire and Rutland CCG,Oadby Racecourse,"Leicester Road, Oadby, Leicestershire",LE2 4AL
united kingdom,Midlands,NHS East Leicestershire and Rutland CCG,Rutland Health,Rutland County Council,LE15 6HP
united kingdom,Midlands,NHS East Staffordshire CCG,"Pirelli Stadium, Burton Albion","Princess Way, Burton upon Trent",DE13 0AR
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Droitwich Health Centre,"Droitwich Medical Centre, Ombersley St East, Droitwich, Worcestershire",WR9 8RD
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Halo Leisure Centre,"Bridge Street, Leominster",HR6 8EA
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Hume Street Medical Centre,"Hume Street Medical Centre, Hume Street, Kidderminster",DY11 6SF
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Kidderminster Medical Centre,"Waterloo Street Bromsgrove Street, Kidderminster",DY10 2BG
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Larruperz Centre,"Grammar School Close, Ross-on-Wye, Herefordshire",HR9 7QD
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Ledbury Community Hall,"Lawnside Road, Ledbury",HR8 2AE
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Ombersley Medical Centre,Main Road Ombersley,WR9 0EL
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Prospect View Medical Centre,"Prospect View, Malvern",WR14 2GP
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Quay House Surgery,"100 Westfaling Street, Hereford",HR4 0JF
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Riverside Surgery,"Waterside, Evesham",WR11 1JP
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Saxon Hall,"Putson Community Centre, Hoarwithy Road, Hereford",HR2 6HE
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,St Johns House Medical Centre,"299 Bromyard Road, Worceter",WR2 5FB
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Stourport Medical Centre,"Worcester St, Stourport on Severn",DY13 8EH
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Turnpike House,37 Newtown Road,WR5 1HG   
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Upton Surgery,"Tunnel Hill, Upton-upon-Severn, Worcester",WR8 0QL
united kingdom,Midlands,NHS Herefordshire and Worcestershire CCG,Winyates Health Centre,"Winyates Health Centre, Winyates Way, Redditch",B98 0NR
united kingdom,Midlands,NHS Leicester City CCG,Community HC,"Melbourne Road, Leicester",LE2 0GU
united kingdom,Midlands,NHS Leicester City CCG,Prajapati Hall,"21 Uverscroft Road, Leicester", LE4 6BY
united kingdom,Midlands,NHS Leicester City CCG,Westcotes Health Centre,"Fosse Road South,Beaumont Leys, Leicester",LE3 0LP
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Feilding Palmer Hospital,"Gilmorton Road, Lutterworth",LE17 4DZ
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Fosse Medical Centre,"344 Fosse Road, Leicester",LE3 5RR
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Hinckley Leisure Centre,"Argents Mead, Hinckley",LE10 1BZ
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Humberstone Medical Centre ,"150 Wycombe Road, Leicester",LE5 0PR
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Kibworth Medical Centre,"Kibworth Medical Centre, Smeeton Road, Beauchamp, Leicestershire",LE8 0LG
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Market Harborough MC,"67 Coventry Road, Market Harborough, Leicestershire",LE16 9BX
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Measham Leisure Centre,"22 High Street, Measham, Swadlincote",DE12 7HR
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Merridale Medical Centre ,"Fullhurst Avenue, Leicester",LE3 1BL
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",St Peters Health Centre,"Sparkenhoe Street, Leicester",LE2 0TA
united kingdom,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Sturdee Road Health and Wellbeing Centre,"182 Sturdee Road, Leicester",LE2 9DB
united kingdom,Midlands,NHS Lincolnshire CCG,Cliff Villages Medical Practice,"Waddington Surgery, Mere Road, Waddington, Lincoln",LN5 9NX
united kingdom,Midlands,NHS Lincolnshire CCG,John Coupland Hospital,"Ropery Road, Gainsborough, Lincolnshire",DN21 2TJ
united kingdom,Midlands,NHS Lincolnshire CCG,Lincolnshire Showground,"Grange-de-Lings, Lincoln",LN2 2NA
united kingdom,Midlands,NHS Lincolnshire CCG,Louth Hospital,"High Holme Rd, Louth",LN11 0EU
united kingdom,Midlands,NHS Lincolnshire CCG,Marisco Medical Practice,"Stanley Avenue,  Mablethorpe",LN12 1DP
united kingdom,Midlands,NHS Lincolnshire CCG,Springfields Events and Conference Centre,"Camelgate, Spalding, Lincolnshire",PE12 6ET
united kingdom,Midlands,NHS Lincolnshire CCG,St Mary's Medical Centre,"Wharf Road, Stamford, Lincs",PE9 2DH
united kingdom,Midlands,NHS Lincolnshire CCG,The Storehouse Skegness,"North Parade, Skegness, Lincs ",PE25 1BY
united kingdom,Midlands,NHS Lincolnshire CCG,The Table Tennis Club Grantham Meres,"Trent Rd, Grantham",NG31 7XQ
united kingdom,Midlands,NHS North Staffordshire CCG,Ryecroft Surgery,"Ryecroft Surgery, Broad St, Newcastle-under-Lyme, Newcastle",ST5 2BQ
united kingdom,Midlands,NHS North Warwickshire CCG,Atherstone Surgery,"1 Ratcliffe Road, Warwickshire",CV9 1EU
united kingdom,Midlands,NHS Northamptonshire CCG,Brackley Medical Centre,"Wellington Rd, Brackley, Northants",NN13 6QZ
united kingdom,Midlands,NHS Northamptonshire CCG,Danetre Medical Practice,"London Rd, Daventry",NN11 4DY
united kingdom,Midlands,NHS Northamptonshire CCG,Harborough Field Surgery,"160 Newton Road, Rushden",NN10 0GP
united kingdom,Midlands,NHS Northamptonshire CCG,Kings Heath Centre,"North Oval, Northampton",NN5 7LN
united kingdom,Midlands,NHS Northamptonshire CCG,Lakeside Cottingham Road Surgery,"Cottingham Road, Corby",NN17 2UR
united kingdom,Midlands,NHS Northamptonshire CCG,Moulton Community Centre,"Moulton Community Centre, Sandy Hill Ln, Reedings, Moulton, Northampton",NN7 3AX
united kingdom,Midlands,NHS Northamptonshire CCG,Nene Valley Surgery,"Green Lane, Thrapston, Northants",NN14 4QL
united kingdom,Midlands,NHS Northamptonshire CCG,Queensview Medical Centre,"Thornton Road, Kingsthorpe, Northampton", NN2 6LS
united kingdom,Midlands,NHS Northamptonshire CCG,Queensway Medical Centre,"12-14 Olympic Way, Wellingborough, Northants",NN8 3QE
united kingdom,Midlands,NHS Northamptonshire CCG,Weavers Medical,"Prospect House, 121 Lower Street, Kettering",NN16 8DN
united kingdom,Midlands,NHS Northamptonshire CCG,Weedon Surgery,"57 New Croft, Weedon",NN7 4RX
united kingdom,Midlands,NHS Northamptonshire CCG,Woodsend Medical Centre,"School Place, Corby",NN18 0QP
united kingdom,Midlands,NHS Nottingham and Nottinghamshire CCG,Forest Recreation Ground,"Gregory Blvd,  Forest Fields, Nottinghamshire, Nottingham",NG7 6LB
united kingdom,Midlands,NHS Nottingham and Nottinghamshire CCG,"Joe Hallam Suite, Newark Showground","Lincoln Rd, Coddington, Newark",NG24 2NY
united kingdom,Midlands,NHS Nottingham and Nottinghamshire CCG,Kings Meadow,"University of Nottingham, Kings Meadow Campus, Lenton Lane, Nottingham",NG7 2NR
united kingdom,Midlands,NHS Sandwell and West Birmingham CCG,Brasshouse Community Centre,"Brasshouse Lane, Smethwick",B66 1BA
united kingdom,Midlands,NHS Sandwell and West Birmingham CCG,Enki Medical ,"Orsborn House, 55 Terrace Rd",B19 1BP
united kingdom,Midlands,NHS Sandwell and West Birmingham CCG,Portway Lifestyle Centre,"Newbury Lane, Oldbury",B69 1HE
united kingdom,Midlands,NHS Sandwell and West Birmingham CCG,Whiteheath Medical Centre,"Badsey Road, Oldbury",B69 1EJ
united kingdom,Midlands,NHS Shropshire CCG,Bridgnorth Medical Practice,"Northgate Health Centre, Old Smithfield, Bridgnorth",WV16 4EN
united kingdom,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Church Stretton Medical Practice,"Church Stretton Medical Practice, East Hope Road, Church Stretton",SY6 6BL
united kingdom,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Combat Stress,"Combat Stress, Audley Court, Audley Avenue, Newport",TF10 7BP
united kingdom,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Seven Fields Medical Practice,"Sundorne Rd, Shrewsbury",SY1 4RQ
united kingdom,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Wellington Medical Practice,"Chapel Ln, Wellington, Telford",TF1 1PZ
united kingdom,Midlands,"NHS Shropshire,Telford and Wrekin CCG",Wem & Prees Medical Practice (Prees Branch),"The Grocott Medical Centre, Whitchurch Road, Prees, Shropshire",SY13 2DG
united kingdom,Midlands,NHS South East Staffordshire and Seisdon Peninsula CCG,Codsall Satelite Clinic,"Trinity Church, Histons Hill, Codsall, Wolverhamptron",WV8 2ER
united kingdom,Midlands,NHS South East Staffordshire and Seisdon Peninsula CCG,Lichfield Cathedral,"Lichfield Cathedral, Chapter Office,19a The Close, Lichfield  Staffordshire,",WS13 7LD
united kingdom,Midlands,NHS South Warwickshire CCG,Lisle Court Medical Centre,"Brunswick Street, Leamington Spa",CV31 2ES
united kingdom,Midlands,NHS South Warwickshire CCG,Royal Leamington Spa Rehabilitation Hospital,"Heathcote Lane, Healthcote, Warwick",CV34 6SR
united kingdom,Midlands,NHS South Warwickshire CCG,Southam Clinic,"Pendicke Street, Southam, Warwickshire",CV47 1PF
united kingdom,Midlands,NHS South Warwickshire CCG,Stratford Hospital,"Arden Street, Stratford-upon-Avon",CV37 6NX
united kingdom,Midlands,NHS South Warwickshire CCG,The Warwickshire (Golf Club),"Leek Wootton, Warwick",CV35 7QT
united kingdom,Midlands,NHS Stafford and Surrounds CCG,County Showground,"Weston Road, Stafford",ST18 0BD
united kingdom,Midlands,NHS Staffordshire and Stoke on Trent CCG,Biddulph Town Hall,"Biddulph Town Hall, High Street, Biddulph, Stoke-on-Trent",ST8 6AR
